title,author,country,n_pos_sents,n_neg_sents,n_neu_sents
Two new presumptive cases of novel coronavirus in B.C.,Dee Burman,CA,1,13,0
wuhan crematorium and russian virologists landing in china,Cragster101,US,1,1,0
US stocks retreat from records as jobs report tops estimates | Business Recorder,Agence France-Press,US,2,2,8
A college in Maine isolated students amid coronavirus concerns after they returned from China,Kristin Lam USA TODAY,US,3,11,7
Front-Line Coronavirus Nurses Quarantine Birthday,,GB,0,1,1
Nearly quarter of US firms in China see 2020 revenues dropping at least 16% – Reuters,,US,2,6,5
Coronavirus: i vip ipocondriaci con la mascherina,msn.com,US,0,0,1
China rout Thailand in Olympic qualifier,AAP Newswire (aap@cognitives.io),AU,3,11,4
Coronavirus toll passes 600 in China,Reuters,AU,0,1,1
Chinese Doctor Who Sounded Early Warning About Coronavirus Dies After Contracting It,Nurith Aizenman,US,18,23,15
"DSV A/S : Coronavirus disrupts air and sea freight, prices set to rise - DSV | MarketScreener",www.4-traders.com,FR,2,6,2
Coronavirus: Chinese doctor who warned about illness dies - New York Daily News,Nelson Oliveira,US,3,15,6
Asian Stock Markets Retreat After Surge on China Tariff Cut,Associated Press,US,10,9,20
Handshake bans to stop the coronavirus might be overkill in most places,Nicole Wetsman,US,1,14,10
China launches people's war against coronavirus as death toll spirals to over 630 - The Week,,IN,5,24,3
"Carmakers close Chinese factories because of coronavirus, Auto News, ET Auto",,IN,0,12,5
"Two B.C. visitors test positive for Wuhan coronavirus, now four cases",Tom Fletcher,US,6,8,5
What It's Like To Be Evacuated From China — And Quarantined Over Coronavirus Fears,Rob Stein,US,1,1,0
"Egypt, Russia Agree to Resolve Palestinian Conflict According to International Resolutions",,IE,1,8,7
Disney Falls After China Disneyland Closed as Coronavirus Spreads,Martin Baccardax,US,2,7,4
Coronavirus cases on cruise liner off Japan jump to 61 | News | WSAU,Midwest Communications Inc.,US,4,20,4
"News Brief: N.H. Democratic Debate, Coronavirus, Whistleblower Lawsuit",Noel King,US,1,0,2
Investment Guru Stocks Mutual Funds Commodity Currency World Market Expert Advice Free Tips Recommendation,ICICI Direct,US,0,2,2
Mexico Ranked No. 1 In Total Trade Value With The US In 2019,FreightWaves,US,7,11,14
,,US,0,0,2
"Improved fitness in last three years behind team’s success, says Rani Rampal",,IN,11,13,8
L'Oreal : rallies as sales increase offsets China concerns,MarketScreener,FR,1,6,1
Skechers Q4 sales and profit increase,Prachi Singh,GB,1,6,5
Man faces up to 10 years jail for spoiling 320 facemasks: prosecutor,,MO,3,10,4
China's coronavirus numbers are 'much worse' than they suggest: Gordon Chang,foxnews.com,US,0,0,1
Coronavirus lockdown: Hundreds fear for Australian permanent residency outcomes,,AU,4,25,10
"Man Vomits on Delhi-Pune Flight, Gets Quarantined for Suspected Coronavirus",PTI,IN,2,6,0
Nintendo says coronavirus won’t affect Switch sales in West,Ash,US,2,9,2
4 cruise ship passengers being evaluated for coronavirus,thehour.com,US,1,5,10
Global shortage of anti-virus masks: WHO chief,,US,1,7,7
Coronavirus retail update: Lotte Duty Free temporarily closes Myeong-dong downtown Seoul store,Alison Farrington,US,1,4,0
Stamford Implements Enhanced Monitoring for Coronavirus (2019-nCoV),,US,0,3,2
Hundreds of millions of chickens at risk of being wiped out with much of China locked down due to virus,Farming Portal,ZA,6,18,8
"USDA corrals food, farm groups on sustainability",politico.com,US,12,25,22
"Yields fall as coronavirus, growth concerns outweigh jobs report | Business Recorder",,US,5,3,11
Has China sought approval to kill coronavirus patients?,Hillary Orinde,KE,5,25,5
China's Xi Jinping faces a battle for authority over coronavirus crisis,Steve Tsang,GB,5,12,10
"Coronavirus: Burberry says bug hurting luxury demand,",straitstimes.com,SG,1,12,3
Economic impact of virus widens as Ericsson exits trade show,The Associated Press,US,2,14,5
Two possible scenarios for coronavirus outbreak: National Development Minister Lawrence Wong [Video],sg.news.yahoo.com,US,0,0,1
L'Oreal rallies as sales increase offsets China concerns,,GB,2,6,0
Chinese whistleblowing doctor dies of coronavirus | News | WSAU,Midwest Communications Inc.,US,2,10,0
“Critical” weeks ahead for car factories as coronavirus hits supply chains,PA Media,GB,0,7,1
China to halve tariffs on some U.S. imports as coronavirus risks grow,,ZA,2,19,5
Lifeblood of Amazon merchants threatened as coronavirus infects Chinese workers,Lisa Baertlein,GB,5,17,15
Two new presumptive cases of novel coronavirus identified in B.C.,kathryntindale,CA,6,11,13
,Eagle,US,0,1,0
,Shoz,US,1,0,0
Yakuza accused of spitting on bar employee after denial of entry,,AU,0,8,1
PA Headline,,GB,2,18,15
Death toll from Coronavirus rises to 638,aninews.in,IN,1,4,3
"Budget 2020 will help those hit by coronavirus outbreak: Indranee, Government & Economy - THE BUSINESS TIMES",Chuang Peck Ming,SG,0,1,2
List of Business in LS,,US,0,1,2
Indian-origin scientist develops coronavirus to create vaccine - The Week,,IN,2,4,4
Tour Operators Face Severe Blow From China Coronavirus,,US,3,7,2
"Coronation Street fans furious as special 10,000th episode clashes with EastEnders tonight",Dan Cain,GB,2,7,10
NBAA Cancels ABACE 2020,NBAA,US,2,8,8
Brighton coronavirus: Family of patient leave the city,,GB,4,10,2
The Latest: Hong Kong may jail quarantine violators | News,Lancasteronline.com,US,7,35,13
"THE BITE: Byron burgers for bomb bobbies, coronavirus threatens catering equipment imports and weirdest HMRC expense claims",Andrew Seymour,US,6,17,8
Flight from Wuhan carrying 176 passengers lands at Canadian Forces Base Trenton,Canadian Press,CA,1,8,1
"Coronavirus delays Nintendo Switch production, shipments",,US,4,6,2
Danielle Park: Coronavirus Could Tip Financial Order,Herman James,US,2,3,3
CDC official: Passengers on cruise ship docking near New York City will be tested for coronavirus,,US,0,0,1
"Slog PM: Amazon Invades Bellevue, Li Wenliang Is Dead, Mike Bloomberg Slings Dick's",Chase Burns,US,20,26,20
"Coronavirus cases on Japan cruise ship treble to 61, says government,",chennaionline.in,IN,1,19,6
Vietnam faces loss up to US$7.7 bil in tourism due to China’s coronavirus,Reuters,US,1,5,1
Pangolins may be intermediate NCoV host: Study,,US,2,3,2
"As China suffers from coronavirus, some wonder: Is it really that serious? 3 questions answered",thehour.com,US,8,15,16
EU HRC: Deadlock on lack of direction,,IE,6,12,4
Perfect Market Storm Could See Oil Prices Drop Below $30,Gaurav Sharma,US,6,28,13
Service stocks punished by coronavirus fears should be picked up now: Money manager - Video - BNN,,CA,1,0,0
Can Employers Require a Coronavirus Exposed Employee to Stay Home?,,US,5,20,11
Morning Update: The latest on Trump’s impeachment acquittal; coronavirus puts quarantine to the test,theglobeandmail.com,CA,7,23,23
Alireza Firouzja Last-Minute Replacement In Prague; Coronavirus Forces Wei Yi's Withdrawal,,US,5,12,9
Universities bracing for virus revenue hit,AAP Newswire (aap@cognitives.io),AU,0,9,2
5 Singaporeans on quarantined cruise ship off Japan,,SG,1,4,3
Chinese doctor who raised early alarm over coronavirus dies; Beijing declares ‘people’s war’,Reuters,US,7,21,5
Entire mobile industry could be disrupted by coronavirus,contact@techfishnews.com(TechFishNews),US,1,9,6
Indigenous students the focus of new $50m ANU scholarship,,AU,0,4,1
Bringing Home Shanghai,James Moore & Alex Neis,US,4,1,4
More than 30 adults and children tested for coronavirus so far in Ireland,,IE,2,3,2
Record number of migrants intercepted crossing English Channel in one day,,GB,1,4,0
Coronavirus panic interrupts Chinese students’ visit to campus,Administrator,NL,11,35,12
"Nearly 6,000 couples in facemasks marry in S Korea despite coronavirus fear",,TV,0,7,5
"Kingston News February 6, 2020",jesse.tieman,CA,8,6,12
VIDEO: Canadians arrive home after evacuation from Wuhan amid novel coronavirus,The Canadian Press,CA,3,15,5
Doctor's death highlights dangers on front lines of outbreak,"Maria Cheng, The Associated Press",US,8,19,9
Il Coronavirus finisce anche sul tavolo dell’Eurogruppo,Redazione,IT,0,0,0
"On Cruise Ship Quarantined In Japan, Any New Cases Would Reset The Isolation Clock : NPR",sports.yahoo.com,US,10,36,13
"Oil prices up on hopes of further Opec+ supply cuts,",straitstimes.com,SG,0,7,1
"How to stay safe, informed amid rise in e-mail scams and fake news,",IRENE THAM,SG,1,3,2
Chinese Coking Coal and Coke Futures Recover on Supply Concerns,,US,0,3,3
Connecticut Sees First Child Flu Death This Season,Nicole Leonard,US,1,8,7
JGBs bounce back as coronavirus death toll climbs,,ZA,0,2,6
Coronavirus: tests on Italians aboard cruise ship negative,,IT,0,1,1
"China's coronavirus death toll rises to 636, total confirmed cases over 31,000 - The Free Press Journal",The Free Press Journal,IN,2,13,5
"Is Japan's ""whale"" the main reason for yen calm amid coronavirus fears?",,US,0,4,0
Queens jury convicts coach in one-punch assault death,"Trevor Boyer, Leonard Greene",US,0,1,0
5 more Canadians test positive for the new coronavirus aboard cruise ship,Dee Burman,CA,0,6,2
The Truth About the Coronavirus - UPDATE!,-stile-,US,1,0,2
,Lee,GB,0,4,2
Bill Tinsley: The Viral Gospel,Bill Tinsley More Content Now,US,9,14,10
"Coronavirus concern: Ship with 12 quarantined passengers arrives in Bayonne, NJ -TV",Admin,US,5,9,5
One of the earliest-known images of a warrior in Highland dress secured for the nation - The Scotsman,Brian Ferguson,GB,11,19,7
"Australia Welcomes Drought-Easing Drenching, Even as It Brings Floods",,US,4,9,3
"Two B.C. visitors test positive for Wuhan coronavirus, now four cases",Tom Fletcher,US,0,3,2
China Coronavirus Lockdown Crippling Global Supply Chain,,NG,1,20,7
The gloss is quickly fading on what was shaping to,farmersweekly.co.nz,NZ,4,20,3
Cathay Pacific Airways Workers Asked To Take Unpaid Leave Due To Coronavirus,Tim Atkinson,GB,2,19,3
"February 5, 2020 with Mary Alice Williams",,US,7,3,4
"Experts scramble, but new virus vaccine may not come in time","Lauran Neergaard, The Associated Press",US,10,27,13
Tajikistan to evacuate 58 people from China’s Wuhan,mb.com.ph,PH,1,0,4
Futures Point To Positive Open For Wall Street,rttnews.com,US,5,5,7
Navios Containers reports financial results,Container News,US,2,4,7
"As health professionals treat coronavirus patients, global search for cures and vaccines accelerates - South China Morning Post",,US,0,5,2
In The News podcast | Muslims seek Babri Masjid debris; the Middle East may lose $2 trn by 2034; doctor who warned of coronavirus dies,,IN,0,3,2
"""Most Productive"" Car Factory In World Falls Quiet. Reason: Coronavirus",,US,7,18,7
Stocks close higher after China says it will slash tariffs,Fred Imbert,US,11,16,13
केरल सरकार ने कोरोना वायरस को लेकर राज्य आपदा चेतावनी ली वापस,,IN,0,0,1
SuperStar Aquarius to dock in Keelung amid virus scare,,TW,1,12,7
"Coronavirus: US offers $100m to China, others",Braimah Sheriff,GB,1,4,2
Doctor’s death highlights dangers on front lines of outbreak,,DE,7,20,10
Of the spirit of forgiveness and a murderous Moi regime,,KE,9,21,5
,Yk Yew,PH,1,0,1
Universities bracing for virus revenue hit,AAP Newswire (aap@cognitives.io),AU,0,9,2
Swiss investor adviser Ethos calls for Credit Suisse overhaul after spying | TheTop10News,Abc News,US,0,2,3
Sensex Jumps 353 Points; Nifty Nears 12100,,IE,5,6,5
Trump Says 'Great Discipline' in China to Tackle Coronavirus Outbreak,,US,3,7,6
China Coronavirus Lockdown Crippling Global Supply Chain,CoffeeBUZZ,US,0,3,0
Coronavirus: Beijing’s top diplomat in Hong Kong guarantees supplies for city in show of solidarity during deadly outbreak,Gary Cheung,HK,5,19,4
Coronavirus: 10 Indians fail health screening test in China,PTI,IN,0,4,2
Hong Kongers Scramble for Scarce Necessities Amid Coronavirus Outbreak,,US,5,25,9
"Coronavirus: Death toll in China climbs to 636, total cases cross 31,000 - News24online",News24 Online,IN,2,14,5
Coronavirus outbreak: Second coronavirus evacuation to be sent to Northern Territory,smh.com.au,AU,0,13,3
'A floating prison': Cruise of Asia ends in virus quarantine,"Foster Klug And Mari Yamaguchi, The Associated Press",US,12,24,14
Military medics make preparations at Huoshenshan Hospital - Ministry of National Defense,Wang Xinjuan,CN,0,0,2
There Are Now 61 Confirmed Wuhan Cases On Japanese Cruise Ship That Has 5 S’poreans,Sabrina Chua,SG,3,13,5
"European stocks at record high on China tariff cut plans, robust bank results | Money",malaymail.com,MY,3,10,6
Myanmar morning news for February 7,Sreypov Men,TH,7,16,18
Second child hospitalized with a fever that could be a coronavirus symptom after being evacuated from Wuhan and quarantined in California,,GB,0,1,3
Coronavirus outbreak: Travel ban prevents Chinese mum from seeing son before it's too late,Michael Fowler,AU,1,3,1
SA travellers back from China want coronavirus screening in SA stepped up,,ZA,0,1,1
Russia says it needs more time to decide on any OPEC oil output cut,,ZA,4,9,4
Chinese doctor who blew whistle about new-virus outbreak dies,,US,4,11,3
China Banking : regulator asks banks to weigh virus impact on borrowers - sources,www.4-traders.com,FR,2,12,3
A further 41 passengers have tested positive for coronavirus on cruise ship in Japan,,AU,3,9,7
AUD/JPY stays on the back foot after RBA Monetary Policy Statement,,US,2,4,7
Breaking: RBA's Lowe says economic growth to pick up to 2¾ per cent this year and 3 per cent over 2021,,US,4,12,28
,,US,0,1,0
14 Ways to Piss Off Your Cruise Ship Captain & Land in Cruise Ship Jail | Oyster,Oyster Staff,US,24,40,32
The Daily Chase: Aurora sinks on reset; labour market heats up in January,Noah Zivitz,CA,11,8,5
"Conservatives need to learn from Trudeau, Notley and Trump or they’re doomed",Danielle Smith,US,1,2,1
Meridian Bioscience Reports First Quarter Fiscal 2020 Operating Results and Reaffirms 2020 Guidance,www.4-traders.com,FR,3,39,31
Death of a Hero Doctor Sparks Crisis of Confidence in Xi’s China,iVchan,US,1,7,5
Coronavirus kill Doctor who issued early warning – FRCN,,NG,3,8,5
"Toyota keeps China plant output stopped through Feb. 16 as coronavirus hits supply, logistics",theglobeandmail.com,CA,0,12,6
Chinese doctor who sounded the alarm about the virus dies,"Ken Moritsugu, The Associated Press",US,9,19,14
,Samuel,US,0,1,1
Beijing Braces For Coronavirus Cases As Lunar Holiday Ends,,US,9,26,15
Teck's coal sales warning comes amid broader concerns for miner,Bloomberg News,CA,2,10,8
640 Indians Evacuated From Coronavirus-Hit China In Complex Mission: MEA,arpita,US,0,1,0
Lantern show canceled,,CN,0,2,4
"133 out of 136 people who returned from China, found healthy, says Haryana Health Minister",,US,0,4,1
"BRIEF-Frasers Property Posts Qtrly Revenue Of S$1,178.7 Mln By Reuters",investing.com,AU,1,0,1
Chinese Doctor Who Sounded Early Warning About Coronavirus Dies After Contracting It : NPR,sports.yahoo.com,US,0,0,1
Xi says China ‘confident & capable’ of beating coronavirus outbreak in phone call with Trump — RT Newsline,,HK,0,2,2
ETF Trades & Updates: Stock Traders Almanac,Tradechat,,10,17,10
Coronavirus outbreak forces Indian women’s hockey team to cancel China tour,PTI,IN,2,8,6
Probe alleged negligence,,US,4,16,6
Coronavirus may drive mortgage rates to new lows – Orange County Register,Jeff Lazerson,US,4,13,19
Number of coronavirus-infected people on board of ship off Japan coast reaches 61,aninews.in,IN,1,5,1
PSEi ends flat at 0.009%,"TED CORDERO, GMA News",PH,2,2,4
"Petrol, diesel prices see sharp cut",CanIndia New Wire Service,CA,1,6,7
"Bangladesh, 7 -- Health Minister Dr Zahid Malik on Thur",htsyndication.com,IN,0,6,1
